licence_num,value
100使字第0078號,臺北市大同區雙連段二小段0173-0000號
100使字第0078號,臺北市大同區雙連段二小段0187-0000號
100使字第0078號,臺北市大同區雙連段二小段0178-0001號
100使字第0078號,臺北市大同區雙連段二小段0170-0000號
100使字第0078號,臺北市大同區雙連段二小段0165-0000號
100使字第0078號,臺北市大同區雙連段二小段0168-0000號
100使字第0078號,臺北市大同區雙連段二小段0174-0003號
100使字第0078號,臺北市大同區雙連段二小段0195-0000號
100使字第0078號,臺北市大同區雙連段二小段0200-0000號
100使字第0078號,臺北市大同區雙連段二小段0163-0000號
100使字第0078號,臺北市大同區雙連段二小段0178-0000號
100使字第0078號,臺北市大同區雙連段二小段0182-0000號
100使字第0078號,臺北市大同區雙連段二小段0172-0000號
100使字第0078號,臺北市大同區雙連段二小段0166-0000號
100使字第0078號,臺北市大同區雙連段二小段0171-0000號
100使字第0078號,臺北市大同區雙連段二小段0185-0000號
100使字第0078號,臺北市大同區雙連段二小段0190-0000號
100使字第0078號,臺北市大同區雙連段二小段0162-0000號
100使字第0078號,臺北市大同區雙連段二小段0186-0000號
100使字第0078號,臺北市大同區雙連段二小段0151-0000號
100使字第0078號,臺北市大同區雙連段二小段0148-0002號
100使字第0078號,臺北市大同區雙連段二小段0164-0000號
100使字第0078號,臺北市大同區雙連段二小段0152-0000號
100使字第0078號,臺北市大同區雙連段二小段0161-0000號
100使字第0078號,臺北市大同區雙連段二小段0176-0000號
100使字第0078號,臺北市大同區雙連段二小段0156-0000號
100使字第0078號,臺北市大同區雙連段二小段0191-0000號
100使字第0078號,臺北市大同區雙連段二小段0198-0000號
100使字第0078號,臺北市大同區雙連段二小段0184-0000號
100使字第0078號,臺北市大同區雙連段二小段0180-0000號
100使字第0078號,臺北市大同區雙連段二小段0154-0000號
100使字第0078號,臺北市大同區雙連段二小段0158-0000號
100使字第0078號,臺北市大同區雙連段二小段0176-0001號
100使字第0078號,臺北市大同區雙連段二小段0183-0000號
100使字第0078號,臺北市大同區雙連段二小段0177-0001號
100使字第0078號,臺北市大同區雙連段二小段0167-0000號
100使字第0078號,臺北市大同區雙連段二小段0193-0000號
100使字第0078號,臺北市大同區雙連段二小段0174-0000號
100使字第0078號,臺北市大同區雙連段二小段0189-0000號
100使字第0078號,臺北市大同區雙連段二小段0199-0000號
100使字第0078號,臺北市大同區雙連段二小段0177-0000號
100使字第0078號,臺北市大同區雙連段二小段0197-0000號
100使字第0078號,臺北市大同區雙連段二小段0153-0000號
100使字第0078號,臺北市大同區雙連段二小段0188-0000號
100使字第0078號,臺北市大同區雙連段二小段0196-0000號
100使字第0078號,臺北市大同區雙連段二小段0169-0000號
100使字第0078號,臺北市大同區雙連段二小段0157-0000號
100使字第0078號,臺北市大同區雙連段二小段0175-0000號
100使字第0078號,臺北市大同區雙連段二小段0194-0000號
100使字第0079號,臺北市中山區長安段一小段0773-0000號
100使字第0080號,臺北市大安區學府段二小段0217-0000號
100使字第0080號,臺北市大安區學府段二小段0220-0000號
100使字第0081號,臺北市大安區金華段二小段0818-0000號
100使字第0082號,臺北市中山區正義段一小段0500-0000號
100使字第0083號,臺北市內湖區舊宗段0054-0010號
100使字第0083號,臺北市內湖區舊宗段0054-0009號
100使字第0083號,臺北市內湖區舊宗段0054-0017號
100使字第0083號,臺北市內湖區舊宗段0054-0016號
100使字第0084號,臺北市文山區政大段五小段0136-0000號
100使字第0084號,臺北市文山區政大段五小段0138-0000號
100使字第0084號,臺北市文山區政大段五小段0166-0000號
100使字第0084號,臺北市文山區政大段五小段0135-0000號
100使字第0084號,臺北市文山區政大段五小段0137-0000號
100使字第0084號,臺北市文山區政大段五小段0165-0000號
100使字第0084號,臺北市文山區政大段五小段0162-0000號
100使字第0084號,臺北市文山區政大段五小段0169-0000號
100使字第0084號,臺北市文山區政大段五小段0168-0000號
100使字第0085號,臺北市信義區逸仙段二小段0355-0001號
100使字第0085號,臺北市信義區逸仙段二小段0350-0001號
100使字第0085號,臺北市信義區逸仙段二小段0350-0002號
100使字第0085號,臺北市信義區逸仙段二小段0350-0000號
100使字第0085號,臺北市信義區逸仙段二小段0356-0001號
100使字第0086號,臺北市中正區臨沂段三小段0468-0000號
100使字第0086號,臺北市中正區臨沂段三小段0469-0001號
100使字第0086號,臺北市中正區臨沂段三小段0469-0000號
100使字第0087號,臺北市中正區臨沂段二小段0189-0000號
100使字第0088號,臺北市文山區萬芳段四小段0135-0000號
100使字第0088號,臺北市文山區萬芳段四小段0100-0000號
100使字第0089號,臺北市大同區雙連段二小段0032-0000號
100使字第0089號,臺北市大同區雙連段二小段0033-0001號
100使字第0090號,臺北市北投區豐年段四小段0530-0000號
100使字第0091號,臺北市士林區天玉段一小段0884-0000號
100使字第0091號,臺北市士林區天玉段一小段0884-0001號
100使字第0091號,臺北市士林區天玉段一小段0884-0002號
100使字第0092號,臺北市北投區豐年段二小段0806-0000號
100使字第0093號,臺北市內湖區碧湖段二小段0679-0000號
100使字第0094號,臺北市大同區迪化段二小段0210-0001號
100使字第0094號,臺北市大同區迪化段二小段0209-0000號
100使字第0094號,臺北市大同區迪化段二小段0210-0000號
100使字第0094號,臺北市大同區迪化段二小段0211-0000號
100使字第0095號,臺北市大同區延平段三小段0667-0001號
100使字第0095號,臺北市大同區延平段三小段0666-0000號
100使字第0095號,臺北市大同區延平段三小段0667-0000號
100使字第0096號,臺北市文山區政大段一小段0107-0000號
100使字第0097號,臺北市內湖區潭美段三小段0526-0000號
100使字第0098號,臺北市中正區南海段二小段0218-0000號
100使字第0099號,臺北市北投區新民段三小段0216-0000號
100使字第0100號,臺北市中山區長春段三小段0132-0000號
100使字第0100號,臺北市中山區長春段三小段0129-0001號
100使字第0100號,臺北市中山區長春段三小段0146-0000號
100使字第0100號,臺北市中山區長春段三小段0132-0003號
100使字第0100號,臺北市中山區長春段三小段0130-0002號
100使字第0100號,臺北市中山區長春段三小段0143-0001號
100使字第0100號,臺北市中山區長春段三小段0132-0002號
100使字第0100號,臺北市中山區長春段三小段0130-0001號
100使字第0100號,臺北市中山區長春段三小段0143-0000號
100使字第0100號,臺北市中山區長春段三小段0132-0004號
100使字第0100號,臺北市中山區長春段三小段0131-0000號
100使字第0100號,臺北市中山區長春段三小段0130-0003號
100使字第0100號,臺北市中山區長春段三小段0130-0000號
100使字第0100號,臺北市中山區長春段三小段0132-0001號
100使字第0100號,臺北市中山區長春段三小段0128-0001號
100使字第0100號,臺北市中山區長春段三小段0132-0005號
100使字第0100號,臺北市中山區長春段三小段0145-0000號
100使字第0101號,臺北市大同區延平段三小段0646-0000號
100使字第0101號,臺北市大同區延平段三小段0647-0000號
100使字第0101號,臺北市大同區延平段三小段0646-0001號
100使字第0102號,臺北市萬華區華江段三小段0906-0000號
100使字第0103號,臺北市信義區三興段一小段0120-0027號
100使字第0103號,臺北市信義區三興段一小段0046-0000號
100使字第0103號,臺北市信義區三興段一小段0120-0041號
100使字第0103號,臺北市信義區三興段一小段0120-0029號
100使字第0103號,臺北市信義區三興段一小段0105-0000號
100使字第0103號,臺北市信義區三興段一小段0120-0030號
100使字第0103號,臺北市信義區三興段一小段0120-0028號
100使字第0103號,臺北市信義區三興段一小段0119-0002號
100使字第0103號,臺北市信義區三興段一小段0120-0005號
100使字第0103號,臺北市信義區三興段一小段0120-0022號
100使字第0104號,臺北市南港區南港段一小段0537-0000號
100使字第0105號,臺北市內湖區東湖段四小段0005-0009號
100使字第0105號,臺北市內湖區東湖段四小段0005-0008號
100使字第0106號,臺北市大安區學府段四小段0328-0000號
100使字第0106號,臺北市大安區學府段四小段0230-0000號
100使字第0106號,臺北市大安區學府段四小段0317-0000號
100使字第0106號,臺北市大安區學府段四小段0313-0001號
100使字第0106號,臺北市大安區學府段四小段0230-0001號
100使字第0106號,臺北市大安區學府段四小段0355-0001號
100使字第0106號,臺北市大安區學府段四小段0348-0000號
100使字第0106號,臺北市大安區學府段四小段0355-0000號
100使字第0106號,臺北市大安區學府段四小段0334-0000號
100使字第0106號,臺北市大安區學府段四小段0346-0000號
100使字第0106號,臺北市大安區學府段四小段0349-0000號
100使字第0106號,臺北市大安區學府段四小段0343-0000號
100使字第0106號,臺北市大安區學府段四小段0316-0001號
100使字第0106號,臺北市大安區學府段四小段0313-0002號
100使字第0106號,臺北市大安區學府段四小段0315-0001號
100使字第0106號,臺北市大安區學府段四小段0345-0000號
100使字第0106號,臺北市大安區學府段四小段0344-0000號
100使字第0106號,臺北市大安區學府段四小段0329-0000號
100使字第0106號,臺北市大安區學府段四小段0230-0002號
100使字第0106號,臺北市大安區學府段四小段0353-0000號
100使字第0106號,臺北市大安區學府段四小段0352-0000號
100使字第0106號,臺北市大安區學府段四小段0349-0001號
100使字第0106號,臺北市大安區學府段四小段0354-0000號
100使字第0107號,臺北市南港區南港段一小段0509-0000號
100使字第0108號,臺北市北投區八仙段一小段0230-0000號
100使字第0109號,臺北市大同區市府段三小段0186-0000號
100使字第0109號,臺北市大同區市府段三小段0187-0000號
100使字第0109號,臺北市大同區市府段三小段0185-0000號
100使字第0110號,臺北市南港區中南段二小段0378-0001號
100使字第0110號,臺北市南港區中南段二小段0372-0000號
100使字第0110號,臺北市南港區中南段三小段0133-0001號
100使字第0110號,臺北市南港區中南段二小段0376-0000號
100使字第0110號,臺北市南港區中南段二小段0371-0000號
100使字第0110號,臺北市南港區中南段三小段0112-0000號
100使字第0110號,臺北市南港區中南段三小段0134-0004號
100使字第0110號,臺北市南港區中南段三小段0134-0002號
100使字第0110號,臺北市南港區中南段三小段0120-0000號
100使字第0110號,臺北市南港區中南段二小段0378-0002號
100使字第0110號,臺北市南港區中南段二小段0428-0000號
100使字第0110號,臺北市南港區中南段二小段0374-0005號
100使字第0110號,臺北市南港區中南段三小段0133-0005號
100使字第0110號,臺北市南港區中南段三小段0139-0000號
100使字第0110號,臺北市南港區中南段三小段0131-0001號
100使字第0110號,臺北市南港區中南段二小段0424-0000號
100使字第0110號,臺北市南港區中南段三小段0132-0000號
100使字第0110號,臺北市南港區中南段三小段0134-0010號
100使字第0110號,臺北市南港區中南段二小段0366-0002號
100使字第0110號,臺北市南港區中南段三小段0107-0000號
100使字第0110號,臺北市南港區中南段二小段0324-0011號
100使字第0110號,臺北市南港區中南段三小段0118-0000號
100使字第0110號,臺北市南港區中南段二小段0366-0007號
100使字第0110號,臺北市南港區中南段三小段0133-0003號
100使字第0110號,臺北市南港區中南段三小段0133-0000號
100使字第0110號,臺北市南港區中南段三小段0134-0009號
100使字第0110號,臺北市南港區中南段三小段0131-0000號
100使字第0110號,臺北市南港區中南段二小段0369-0000號
100使字第0110號,臺北市南港區中南段二小段0425-0000號
100使字第0110號,臺北市南港區中南段三小段0134-0011號
100使字第0110號,臺北市南港區中南段三小段0133-0004號
100使字第0110號,臺北市南港區中南段三小段0128-0001號
100使字第0110號,臺北市南港區中南段三小段0134-0000號
100使字第0110號,臺北市南港區中南段三小段0128-0000號
100使字第0110號,臺北市南港區中南段三小段0134-0006號
100使字第0110號,臺北市南港區中南段二小段0468-0001號
100使字第0110號,臺北市南港區中南段三小段0134-0014號
100使字第0110號,臺北市南港區中南段二小段0374-0000號
100使字第0110號,臺北市南港區中南段二小段0370-0000號
100使字第0110號,臺北市南港區中南段三小段0126-0000號
100使字第0110號,臺北市南港區中南段三小段0142-0002號
100使字第0110號,臺北市南港區中南段二小段0374-0001號
100使字第0110號,臺北市南港區中南段三小段0138-0000號
100使字第0110號,臺北市南港區中南段二小段0366-0008號
100使字第0110號,臺北市南港區中南段三小段0125-0000號
100使字第0110號,臺北市南港區中南段二小段0380-0005號
100使字第0110號,臺北市南港區中南段三小段0134-0003號
100使字第0110號,臺北市南港區中南段三小段0113-0000號
100使字第0111號,臺北市內湖區碧湖段二小段0125-0000號
100使字第0111號,臺北市內湖區碧湖段二小段0127-0000號
100使字第0111號,臺北市內湖區碧湖段一小段0358-0000號
100使字第0111號,臺北市內湖區碧湖段二小段0101-0000號
100使字第0112號,臺北市松山區民生段0038-0000號
100使字第0112號,臺北市松山區民生段0021-0000號
